genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Blues,System Of A Down,Spiders,4vAHXnJ5YWLq5hbIVzZS1h,63,0.0324,0.46,215440,0.54,0.0168,F,0.326,-5.132,Major,0.0381,137.855,4-Apr,0.0506
Blues,Silverchair,Tomorrow,4MMcUEw0dn35trScNOZF2A,53,0.000412,0.312,267440,0.693,0.00018,D,0.105,-7.097,Major,0.0326,144.883,4-Apr,0.519
Blues,Ozzy Osbourne,Bark at the Moon,2E7W1X4maFFcjHrVrFA7Vs,64,0.00253,0.303,257120,0.961,6.20E-05,A,0.132,-5.333,Minor,0.243,146.591,4-Apr,0.305
Blues,Mac Ayres,Under,0PZRlp2wrQDausamlangtw,62,0.568,0.732,225866,0.366,0.000593,D#,0.194,-8.601,Minor,0.0568,85.909,4-Apr,0.544
Blues,The Strokes,Threat of Joy,6YQeOwMMAkB9MV9yMWmrjh,64,0.216,0.594,264662,0.728,0.0881,C,0.124,-6.917,Major,0.0281,137.97,4-Apr,0.687
Blues,Jhene Aiko,Keep Ya Head Up - Recorded at Spotify Studios NYC,74sfJjVq74bYkxMQoOhH3r,55,0.886,0.475,163480,0.312,0,E,0.085,-11.731,Major,0.0486,143.156,4-Apr,0.4
Blues,The Story So Far,Proper Dose,0UtBjb4YUMbbtIKNXUeCLx,58,1.49E-05,0.449,140461,0.976,0.00367,F,0.102,-3.853,Minor,0.0625,104.08,4-Apr,0.513
Blues,Red Hot Chili Peppers,Wet Sand,3L2Nyi3T7XabH8EEZFLDdX,64,0.0313,0.313,309800,0.753,2.25E-06,E,0.142,-3.921,Minor,0.0285,176.748,4-Apr,0.514
Blues,6LACK,Gettin' Old,1S4sxNGmCASkyRI08YhLtT,62,0.4,0.743,215000,0.4,0.000311,B,0.111,-12.369,Major,0.0625,80.01,4-Apr,0.229
Blues,Ruelle,War of Hearts,4vWeIrIQQrbThS11ogLTmu,63,0.0316,0.494,226427,0.713,0.374,A,0.0602,-7.487,Minor,0.0776,147.959,4-Mar,0.257
Blues,Brent Faiyaz,Lovely,2jGjNCH6Op0BqBHPc4Rd8d,60,0.575,0.385,291098,0.473,2.88E-05,G#,0.13,-8.656,Minor,0.0519,143.614,4-Mar,0.0575
Blues,Run The Jewels,Call Ticketron,4E9RsETCexFzZfSovxFksR,56,0.113,0.83,198640,0.655,0.000378,G,0.157,-9.948,Major,0.278,120.019,4-Apr,0.521
Blues,Cautious Clay,Stolen Moments,6WpiKPG9ek8pXqds8Ucq3T,57,0.829,0.434,137638,0.211,0,A#,0.104,-9.371,Major,0.0506,170.597,4-Apr,0.202
Blues,Smino,Z4L (with Bari & Jay2),3X6YJcqTinaNraRvojF62K,59,0.0779,0.822,162591,0.503,0,B,0.161,-6.889,Minor,0.285,71.524,4-Apr,0.408
Blues,P.O.D.,Boom,5DooySfCD1xCJ49gQm9rx7,65,0.00318,0.559,190760,0.931,1.24E-05,A,0.0624,-5.863,Major,0.0721,90.911,4-Apr,0.644
Blues,Alina Baraz,Fallin,4jdmvZ64AR3IR9G59IFTKq,58,0.339,0.589,246184,0.466,2.91E-05,C,0.155,-9.049,Major,0.215,87.117,4-Apr,0.343
Blues,Pantera,I'm Broken,2M5WTwqnkyz7bW6P1CiD6q,64,0.000594,0.419,264800,0.878,0.559,G,0.139,-6.352,Major,0.0553,147.385,4-Apr,0.666
Blues,Three Days Grace,The Good Life,55KYlnsC6nYnr3IykbmJwE,61,0.000345,0.548,173173,0.911,0,A#,0.23,-3.701,Major,0.0397,128.036,4-Apr,0.654
Blues,10 Years,Novacaine,0uyDAijTR0tOuH24hxDhE5,58,0.000106,0.444,169520,0.865,1.55E-05,B,0.0366,-2.433,Major,0.0464,188.036,4-Apr,0.74
Blues,Young the Giant,Amerika,6pqKbOiVd58jcnxqIB10Ra,59,0.0141,0.625,240240,0.781,1.17E-06,C,0.0662,-5.756,Major,0.0456,89.982,4-Apr,0.178
Blues,RKCB,31 / 10,4TwbiHzsLKYydj4CxrufQB,61,0.588,0.589,270054,0.448,0.000581,F,0.109,-8.069,Major,0.0442,76.037,4-Apr,0.122
Blues,Sabrina Claudio,Creation,4uqbiPAOX2a857xDoJejow,59,0.766,0.79,181290,0.416,0.000358,A#,0.101,-2.909,Minor,0.0419,109.987,4-Apr,0.448
Blues,Modern Baseball,Your Graduation,2J1t2b8xPBqZzj5znx0C7C,59,0.001,0.395,163760,0.902,0,G#,0.327,-5.808,Minor,0.176,184.737,4-Apr,0.632
Blues,The Unlikely Candidates,Oh My Dear Lord,0iHA83002w19QxhOIixKDy,58,0.0382,0.557,192500,0.798,1.40E-05,C#,0.0666,-4.506,Minor,0.113,72.044,4-Apr,0.673
Blues,Run The Jewels,Run The Jewels,7tGhL4HNkupitX5iWv5eYd,58,0.0182,0.649,210627,0.548,0,C#,0.165,-6.879,Major,0.184,76.008,4-Apr,0.075
Blues,D'Angelo,Lady,7AjfklMN4WpQYz5FkT4E66,61,0.14,0.815,346267,0.364,0.0255,G#,0.121,-11.834,Minor,0.089,84.898,4-Apr,0.723
Blues,Jonny Diaz,Thank God I Got Her,5Rv2Qybimpsp9hzFnMQBYN,57,0.0247,0.541,195160,0.628,3.43E-06,B,0.264,-5.584,Major,0.0296,160.051,4-Apr,0.535
Blues,Soil,Breaking Me Down,5cA9fu0qKxeV9mTaDpFjgH,63,0.000292,0.522,154267,0.972,0,B,0.183,-4.141,Major,0.138,151.034,4-Apr,0.747
Blues,Nao,Make It Out Alive (feat. SiR),21Ft8ME799DMZjxNwmui6Z,64,0.667,0.67,239147,0.649,0.00013,C,0.109,-7.426,Minor,0.0875,147.935,4-Apr,0.618
Blues,Nickelback,Next Contestant,3nCqvNZj68zVlT3Dy7fJ3b,55,0.000416,0.557,214707,0.862,0.000316,C,0.0577,-4.029,Major,0.0637,174.114,4-Apr,0.531
Blues,The Black Keys,Everlasting Light,6dU5RxthbuaN31bRbEDlNw,58,0.127,0.641,203773,0.582,0.00632,E,0.354,-6.554,Major,0.0483,181.039,4-Apr,0.725
Blues,Avenged Sevenfold,Carry On,1hrfvLgEC9lci0kB89QEQ0,59,0.00018,0.471,255077,0.985,4.17E-05,D,0.0557,-3.618,Major,0.191,135.063,4-Apr,0.14
Blues,Choker,Juno,6OpU3cvY19M2hFxTbLKy5L,57,0.921,0.442,231681,0.267,0.00026,G,0.148,-12.857,Major,0.0365,120.075,4-Apr,0.116
Blues,Jordan Feliz,Beloved,6ZUdUi3qBZlqWIr1gPRwLC,57,0.00497,0.574,240453,0.802,0,B,0.333,-4.801,Minor,0.0299,128.062,4-Apr,0.534
Blues,Bishop Briggs,Dark Side,6FFrva3VXMwabDvuHkX4ZU,62,0.611,0.714,208773,0.549,1.18E-06,A,0.0887,-5.982,Major,0.0655,138.07,4-Apr,0.132
Blues,Tobi Lou,Darlin',0eGrwX4kf5sV1faR5tZDp3,56,0.571,0.866,205091,0.388,0,A,0.1,-11.009,Major,0.32,109.976,4-Apr,0.556
Blues,Seether,Betray And Degrade,3XHnaUAFX8PfNMW1hHC75N,60,9.85E-05,0.58,244347,0.737,0.0367,A#,0.0823,-4.795,Major,0.0335,92,4-Apr,0.506
Blues,Skillet,Stars,6VMT3SzIMbNoR5lsUsniQY,59,0.000376,0.475,225853,0.835,7.91E-05,B,0.123,-5.366,Major,0.0427,74.971,4-Apr,0.473
Blues,Nothing More,This Is The Time (Ballast),1X34xjRBPeBVm2UNqL4KXO,57,7.66E-06,0.531,220413,0.979,0.0196,B,0.0944,-4.686,Minor,0.0663,110.023,4-Apr,0.472
Blues,My Darkest Days,Every Lie,2cLvZokGgikrGmY6XIzztS,58,0.000939,0.577,176400,0.925,0,D,0.216,-3.099,Minor,0.043,112.044,4-Apr,0.621
Blues,YUNGBLUD,California,1Tc3kbOaPzpY8y9phWaVDx,64,0.00279,0.432,231653,0.684,0,D,0.132,-5.23,Minor,0.199,181.89,4-Apr,0.44
Blues,Bishop Briggs,Wild Horses,1vHyZsydQf4h2yDhujnqvQ,60,0.225,0.745,189493,0.537,0,C,0.154,-5.664,Minor,0.031,140.069,4-Apr,0.203
Blues,The Hives,Hate To Say I Told You So,6xxXrNJnnsQNLdgNk8S4y8,60,0.00109,0.451,199760,0.929,0.00785,F,0.442,-5.021,Major,0.0549,135.767,4-Apr,0.378
Blues,KAYTRANADA,GOT IT GOOD,2qUZliZ9NHUYIAZqRNe6pZ,63,0.0475,0.606,228147,0.503,0,G,0.116,-6.678,Minor,0.155,80.04,4-Apr,0.31
Blues,Pixies,Here Comes Your Man,0cs671lxX2eoDzr2KMuo3N,67,0.0451,0.664,201693,0.788,0.0416,D,0.117,-12.323,Major,0.0294,124.51,4-Apr,0.869
Blues,Collective Soul,December (45 Version),4wx38D1Y9vv9WG3T0J6lTA,58,0.587,0.687,249973,0.499,0.00362,C,0.187,-7.614,Major,0.0278,121.981,4-Apr,0.338
Blues,The Strokes,Hard To Explain,0OM9ri37LIbPc9hffwsyb1,60,0.000456,0.408,224333,0.665,0.863,G,0.0888,-6.286,Major,0.0578,82.525,4-Apr,0.667
Blues,Cage The Elephant,In One Ear,2VRJIIzbhhOGaxAhwCMfZX,58,0.000258,0.326,241320,0.948,0,C#,0.367,-4.315,Minor,0.0606,166.388,4-Apr,0.358
Blues,The Story So Far,Upside Down,4ZiAnGIZFFUybp0NZXIYEG,58,0.00336,0.531,231349,0.768,2.71E-06,C#,0.163,-5.64,Major,0.0287,105.974,4-Apr,0.329
Blues,H.E.R.,Hopes Up,1VnEQ3LdQlARfow87U9BLn,57,0.115,0.564,185947,0.455,0.0231,A,0.114,-12.306,Minor,0.0685,146.013,4-Apr,0.313
Blues,of Montreal,Gronlandic Edit,3X8gOyVXP93Tslnz9Bxw24,59,0.0833,0.971,204760,0.4,0.000661,E,0.108,-7.154,Minor,0.0487,119.953,4-Apr,0.652
Blues,A Perfect Circle,The Doomed,44OUZyiPnJc4pOZw4J6pid,60,0.0477,0.367,281781,0.903,0.00124,E,0.235,-5.956,Minor,0.175,106.329,4-Mar,0.239
Blues,Jhene Aiko,Sativa - Recorded at Spotify Studios NYC,1OfUOufSXTjhUm5gK33uVN,56,0.959,0.571,269773,0.184,0,A,0.114,-14.828,Major,0.0418,105.726,4-Apr,0.221
Blues,Scissor Sisters,Take Your Mama,0LAfANg75hYiV1IAEP3vY6,56,0.22,0.762,271907,0.954,1.76E-05,G#,0.0612,-4.542,Major,0.121,153.96,4-Apr,0.933
Blues,Aaron Shust,Ever Be,0P8ANiSwsjYPx3zrmgN2Pv,59,0.00873,0.458,230093,0.739,0,A,0.131,-4.77,Major,0.0469,144.023,4-Apr,0.409
Blues,Shane & Shane,You're Beautiful,6PExqNUN5D4nqBTamndm6k,59,0.122,0.392,337954,0.607,0,D#,0.11,-7.79,Major,0.0318,160.103,4-Apr,0.175
Blues,Saint Motel,Move,4vuJuTLFomqItDrn482nzV,60,0.0177,0.638,187893,0.819,0,A#,0.312,-4.991,Minor,0.0643,101.031,4-Apr,0.721
Blues,Urge Overkill,"Girl, You'll Be a Woman Soon",5u6Woby9oKAF8LhhuxykH1,63,0.0698,0.514,189627,0.584,0.000183,F,0.205,-13.049,Major,0.042,114.142,4-Apr,0.558
Blues,DaniLeigh,All I Know,4dxM44QcHvrbTqCtBsNprG,60,0.0621,0.384,163747,0.667,0,C,0.33,-8.126,Minor,0.516,187.767,4-Apr,0.72
Blues,Bishop Briggs,Baby,21vwWfS6qvxh8TN3lgHvZr,58,0.00475,0.66,194000,0.592,0,F#,0.273,-5.568,Minor,0.0376,139.984,4-Apr,0.206
Blues,lovelytheband,"don't worry, you will",09akcdeCiV2jIl6x9WpmxA,57,0.0931,0.751,197000,0.702,0,A,0.141,-4.382,Minor,0.0515,120.048,4-Apr,0.851
Blues,Mandisa,Overcomer,5legkLUDyq0qOg4TR7wUAs,57,0.00167,0.697,223627,0.938,0.000285,G,0.281,-2.796,Minor,0.0319,119.997,4-Apr,0.829
Blues,Benny The Butcher,'97 Hov,1qzlwbV6SwHYOR3mhu6ZEd,55,0.47,0.462,250737,0.517,0,C#,0.147,-12.017,Major,0.369,79.585,4-Apr,0.656
Blues,Stateless,Bloodstream,03WuFsWpkytZ6c5iidS8Im,56,0.354,0.699,313800,0.463,0.00306,F#,0.073,-7.212,Minor,0.0432,139.952,4-Apr,0.356
Blues,NoMBe,Freak Like Me,5U6ZzFbxI9AHpWUWEy8rw7,59,0.0306,0.685,176890,0.568,2.93E-06,C#,0.458,-6.487,Major,0.0575,96.012,4-Apr,0.453
Blues,watt,Burning Man,6REbB4VXol3q3iiCjvojL5,57,0.00906,0.572,197507,0.88,1.08E-06,D,0.0513,-2.782,Major,0.0603,158.16,4-Apr,0.5
Blues,Pink Sweat$,Would You,57tJJtDzZ8jt5AZDwQFhaZ,60,0.697,0.71,153125,0.19,0,E,0.0788,-11.137,Major,0.0401,105.14,4-Apr,0.495
Blues,Glass Animals,Toes,754wVXWrtf1X3ZHQOFFsnR,60,0.406,0.639,254640,0.347,0.000268,C#,0.215,-12.322,Minor,0.0421,72.978,4-Apr,0.247
Blues,Three Days Grace,Chalk Outline,0XGV1bem5W9ICY2rgleryV,60,0.000567,0.59,181987,0.792,0,G,0.0448,-5.013,Major,0.0603,153.023,4-Apr,0.663
Blues,Tenacious D,The Metal,3pYKJaLiixRcDFfcNhxZKK,60,0.00296,0.623,165960,0.938,0.000852,C,0.48,-4.161,Major,0.123,112.022,4-Apr,0.308
Blues,Matt Maher,Your Love Defends Me,066eFvkQXyR9UIYi65GsSu,59,0.063,0.546,226867,0.486,0,A,0.0892,-6.797,Major,0.0255,78.866,4-Apr,0.289
Blues,Avenged Sevenfold,Seize the Day,7HKRWMTErKh56EIBeFcmdf,62,0.0168,0.393,334067,0.802,0,F,0.193,-4.499,Major,0.0367,140.101,4-Apr,0.338
Blues,Silversun Pickups,Panic Switch,597i9UhHbW8hHgBUp8Tm54,56,0.000202,0.163,343907,0.885,0.0121,F,0.228,-4.623,Minor,0.0725,198.556,4-Mar,0.549
Blues,The 1975,Surrounded By Heads And Bodies,4EGVeQKn8WyzCmCx5YTIc4,62,0.809,0.427,236073,0.284,0.00799,F#,0.124,-12.959,Major,0.0309,127.929,4-Apr,0.185
Blues,Kali Uchis,Tomorrow,3P4gLPPOHIRQ5j6PC1hNa5,58,0.116,0.644,190375,0.591,3.50E-05,D,0.141,-7.218,Minor,0.0296,107.034,4-Apr,0.494
Blues,Nothing More,Let 'em Burn,4bPrKGqQKiBmf49XB4F4H5,56,0.000122,0.54,235853,0.966,0.000626,A#,0.391,-3.884,Minor,0.0637,94.986,4-Apr,0.521
Blues,Smallpools,Passenger Side,3reay7NBijCy7n8xVLpDL8,59,0.00601,0.585,221747,0.801,8.20E-05,B,0.0865,-5.406,Minor,0.0995,101.987,4-Apr,0.283
Blues,Tierra Whack,Pretty Ugly,2PsjiKghYKF3k13NOIiFFW,55,0.22,0.941,60000,0.656,1.06E-05,C,0.121,-8.178,Major,0.154,109.908,4-Apr,0.382
Blues,X Ambassadors,Unsteady - Erich Lee Gravity Remix,7AOdyU64RafmvJUL4WMotN,63,0.0139,0.396,204587,0.574,1.00E-05,D,0.32,-7.381,Major,0.0426,116.605,4-Apr,0.0758
Blues,DREAMERS,Painkiller,15BsrefgYpMgu1ZCIr8EJw,59,0.00298,0.583,202627,0.926,0.00101,C,0.121,-3.296,Major,0.0318,99.988,4-Apr,0.2
Blues,Pop Evil,Trenches,4ilzPm2qnev5hFdUz6dDyY,57,0.000175,0.547,217880,0.95,0.00956,C,0.166,-3.482,Major,0.0577,100.008,4-Apr,0.594
Blues,Hablot Brown,Reason,7hdM3l7whE3lTHP6WsoKZT,61,0.164,0.799,200000,0.309,0.00037,F,0.0854,-8.462,Minor,0.165,89.964,4-Apr,0.553
Blues,Temple Of The Dog,Say Hello 2 Heaven,4L2S9GbwEgwfSbHjTCvNQX,55,0.0841,0.306,384467,0.639,0,C,0.371,-9.91,Major,0.0336,149.686,4-Mar,0.293
Blues,Atmosphere,Sunshine,5OmcnFH77xm4IETrbEvhlq,57,0.147,0.852,216547,0.572,2.62E-06,C#,0.186,-5.086,Major,0.149,90.939,4-Apr,0.569
Blues,Rage Against The Machine,How I Could Just Kill a Man,4K1DB7EedHPuVnhVrnvf2U,61,0.00114,0.598,244693,0.939,9.26E-06,G,0.288,-3.663,Major,0.105,95.884,4-Apr,0.63
Blues,Janelle Monáe,I Like That - Recorded at Spotify Studios NYC,2GATPLRMzHNwUmkxGgCoEP,61,0.285,0.522,180551,0.527,2.18E-06,C,0.184,-7.358,Major,0.0631,130.323,4-Apr,0.426
Blues,The Struts,Kiss This,3Zm5SMUA3JH98Aty7Zc0xr,57,0.000702,0.426,177840,0.965,0.00189,G#,0.179,-3.796,Major,0.103,186.081,4-Apr,0.8
Blues,Bad Wolves,No Masters,2MhppPQbaj2EqJUjIWZurg,57,4.05E-05,0.495,233095,0.949,0.00167,F,0.328,-4.797,Minor,0.054,95.959,4-Apr,0.501
Blues,Breaking Benjamin,Never Again,07huQEWGQAe7aJaeR08Cag,58,8.53E-06,0.493,223547,0.936,9.73E-05,C#,0.358,-4.525,Major,0.0331,93.501,4-Apr,0.683
Blues,Maurice Moore,The Loudest Silence,5PB7yyYeLYkfPqmC0hwlXl,60,0.501,0.588,186723,0.315,0,A,0.153,-12.217,Major,0.495,103.335,4-Mar,0.398
Blues,Saba,BROKEN GIRLS,5AdhyCxxguV1wXde1vqgWC,60,0.322,0.663,277333,0.572,0,A#,0.171,-10.593,Minor,0.102,117.051,4-Apr,0.494
Blues,Foster The People,I Would Do Anything for You,5fgb3Md1xjt3mxeBqguiIA,61,0.0372,0.597,214080,0.848,2.33E-05,C,0.122,-5.841,Major,0.0308,128.009,4-Apr,0.437
Blues,Fozzy,Painless,4IkCvLPQfBEclen1NuIDIL,57,4.90E-05,0.391,239780,0.93,0.000569,D,0.674,-4.16,Minor,0.0509,179.99,4-Apr,0.502
Blues,Thousand Foot Krutch,Untraveled Road,2IIOBRgHTsmEMYzMU0zHws,59,0.000316,0.593,235689,0.848,1.50E-06,B,0.067,-6.341,Major,0.0408,125.026,4-Apr,0.47
Blues,Kota the Friend,Her,2DvYDD4yQTOHjrzocDq9x4,56,0.692,0.764,266000,0.463,0,G,0.112,-11.184,Minor,0.273,119.851,4-Apr,0.606
Blues,Gallant,Weight in Gold,1gXBi2I04CLJkTQnhNfEJT,60,0.0259,0.38,203813,0.438,1.29E-05,F,0.154,-5.526,Minor,0.0962,179.404,4-Mar,0.349
Blues,Masego,Girls That Dance,11gXs1fmRhR5Q6PxD3Lhr4,59,0.0694,0.72,205680,0.705,0,C#,0.118,-7.686,Major,0.436,109.649,4-Apr,0.473
Blues,6LACK,Alone / EA6,4r8BzCnB6mDdPcJuSmSovv,56,0.709,0.448,553853,0.66,0.000465,A,0.351,-7.642,Major,0.276,124.767,4-May,0.119
Blues,The Hunna,She's Casual,3WLwkFXJpZ1VpDxAh0DXzz,55,0.0132,0.435,183760,0.591,0,D,0.101,-6.973,Major,0.057,129.93,4-Apr,0.0941
Blues,Cautious Clay,HONEST ENOUGH,4AYTCusq44mkt5Vzbm1YBO,57,0.746,0.591,176387,0.418,0.00207,A,0.334,-7.88,Major,0.0306,115.995,4-Apr,0.358
Blues,Jimmy Eat World,Hear You Me,0fQlm2MUzqGDBPkuqq4U1Y,58,0.0123,0.474,284373,0.513,0.0402,E,0.254,-6.098,Major,0.0273,136.171,4-Mar,0.149
Blues,DRAMA,Billy,2eQHAwP1oz4XsjHXSEaqZQ,62,0.197,0.845,213716,0.442,0.00543,G#,0.191,-9.698,Minor,0.0332,106.426,4-Apr,0.404
Blues,BJ The Chicago Kid,Roses,3SwhPTNNU5hpF33bbCsji6,64,0.38,0.655,181144,0.597,0,C,0.11,-7.269,Minor,0.0912,110.01,4-Apr,0.219
Blues,MIKESCHAIR,People Like Me,16kWQEiNSo9ZGmW0oaVSaH,57,0.0199,0.443,215358,0.781,0,F,0.115,-5.49,Minor,0.0393,137.956,4-Apr,0.383
Blues,Alice In Chains,"Down In A Hole - Live at the Majestic Theatre, Brooklyn, NY - April 1996",2yBAPa9HZj3P2szSaaj4k1,60,0.0883,0.554,346027,0.515,2.70E-05,F#,0.883,-8.534,Major,0.024,95.125,4-Apr,0.432
Blues,Atmosphere,Yesterday,61OMCRdMORzZKZ5ury05iG,57,0.524,0.849,203720,0.531,0,G,0.0693,-5.534,Major,0.258,91.927,4-Apr,0.77
Blues,My Darkest Days,Casual Sex,4akbPW1whJ6VDvXYeTA3vX,55,0.0108,0.669,193573,0.916,0,B,0.652,-4.228,Minor,0.0488,116.06,4-Apr,0.862
Blues,Passion Pit,Little Secrets,3kb38wezoUA8ki5jPYy3t5,61,0.00345,0.597,238973,0.786,0,F,0.0909,-4.248,Major,0.0419,99.888,4-Apr,0.666
Blues,Rainbow Kitten Surprise,Holy War,1zkkvSLk5Nh4uoyKWwuie9,58,0.636,0.564,174387,0.294,0,G,0.0982,-8.885,Minor,0.0349,149.98,4-Apr,0.213
Blues,6LACK,Learn Ya,2V8OJ8i3WBh4Los9wG6OKQ,61,0.509,0.416,215680,0.527,0.00312,C,0.112,-8.692,Minor,0.331,81.576,4-Apr,0.202
Blues,Black Stone Cherry,Can't You See,7avvBGQq0tH4nY95guF7fP,58,0.000469,0.398,211160,0.846,2.46E-05,B,0.172,-4.217,Major,0.0441,149.893,4-Apr,0.411
Blues,The Wombats,Bee-Sting,7xdPwAhj4mMqDaNxvNoYnV,64,0.0457,0.65,214433,0.866,0,B,0.0682,-3.713,Major,0.0343,115.001,4-Apr,0.717
Blues,The Neighbourhood,Compass,0YNtAadZvKBBEFARtfoCV8,63,0.238,0.7,167960,0.82,0.318,F,0.658,-5.499,Minor,0.0329,109.998,4-Apr,0.667
Blues,Toad The Wet Sprocket,All I Want,2GHYJ0dhVds3PODKnTdiGE,58,0.0558,0.6,196116,0.811,6.82E-06,F,0.109,-7.693,Major,0.0788,124.303,4-Apr,0.622
Blues,Matt Redman,"10,000 Reasons (Bless The Lord) [Radio Version] - Radio Version/Live",2MobJagQB0dGJoRqI8OT0m,61,0.0839,0.459,256933,0.561,0,G,0.0998,-7.091,Major,0.0271,144.784,4-Apr,0.306
Blues,Tenacious D,Beelzeboss (The Final Showdown),0ffz9KBdCb7oJkSK0W7bbf,61,0.0149,0.47,335800,0.877,1.35E-06,D,0.171,-3.74,Major,0.208,130.709,4-Apr,0.433
Opera,Frederica von Stade,"Pelléas et Mélisande - incidental music, Op.80: IV. Mélisande's song",4mUtaOVomYIAOqAiZ0HOWu,14,0.982,0.139,191107,0.0232,3.96E-05,D,0.0773,-25.384,Minor,0.0409,83.841,4-Apr,0.0386
Opera,Maria Callas,"Roméo et Juliette, 'Romeo and Juliet' (1997 Digital Remaster): Je veux vivre (Waltz)",4x4CZLIBGgDrVGCAC7Ddjv,13,0.966,0.259,219847,0.174,0.000601,F,0.0778,-16.228,Major,0.0513,81.024,4-Apr,0.19
Opera,Gioachino Rossini,"""Una voce poco fa""",54t8fzneD6VWjHGA6VIGqj,10,0.977,0.421,366000,0.118,2.54E-05,E,0.127,-20.288,Major,0.056,128.837,4-Apr,0.29
Opera,"Orchestra Del Teatro Alla Scala, Milano",Ernani: Si ridesti,5ZmNh1ihogjPCt21icaF5i,16,0.962,0.363,131693,0.262,0.107,F#,0.0898,-17.105,Major,0.0368,80.493,4-Apr,0.382
Opera,"Orchestra Del Teatro Alla Scala, Milano","Tosca (2002 Digital Remaster), Act III: Largo...(Orchestra)....Mario Cavaradossi? A voi...(Carceriere/Cavaradossi)...Meno (Orchestra)",5troP3saaO8ijW4o4XBpaY,16,0.969,0.209,244440,0.0644,0.0254,B,0.113,-25.438,Minor,0.0393,106.097,4-Apr,0.0764
Opera,Jussi Björling,3 Sanger: 3 Sanger: No. 3. Till havs (Toward the Sea),5ydWS2gnAs9aHVBYNoYUXf,24,0.959,0.229,134080,0.586,0.043,E,0.23,-5.641,Major,0.0404,94.109,4-Apr,0.405
Opera,Gioachino Rossini,Tancredi: Overture,62kZnxi5XIMXqAs3tVFIIv,17,0.9,0.197,365240,0.191,0.717,D,0.0893,-20.762,Major,0.0624,79.212,4-Apr,0.184
Opera,Leo Nucci,Se vuoi goder la vita,732hBo1lD3jWf8cfXwhzEn,19,0.989,0.371,180512,0.269,0.0126,C,0.131,-11.027,Major,0.0488,170.247,4-Mar,0.625
Opera,Gioachino Rossini,"Rossini: Introduction, Theme and Variations for Clarinet in B-Flat Major",3QKAWxofyxN8dMoFRtxRmJ,9,0.984,0.39,682733,0.127,0.701,A#,0.0952,-18.67,Major,0.0427,109.244,4-Mar,0.3
Opera,Ruggero Leoncavallo,"Pagliacci / Act 2: ""Arlecchin! Colombina!"" - ""Prendi questo narcotico""",3SJIyOX7bucevL4lGfYHhS,14,0.955,0.409,109640,0.106,3.36E-06,E,0.644,-20.966,Major,0.0666,122.741,4-Apr,0.35
Opera,Nicola Porpora,Gli orti esperidi: “Giusto Amor tu che m’accendi”,3dBLl6WcNZSSFs3imefExK,20,0.984,0.324,329747,0.178,0.0815,C#,0.0914,-18.506,Major,0.0465,97.51,4-Mar,0.293
Opera,Jussi Björling,Sommarnatt (Summer Night),3eQPw2jfphurlOKgHdjp9a,19,0.905,0.204,189027,0.524,0.0274,E,0.359,-7.526,Major,0.0377,92.185,4-Apr,0.239
Opera,Gioachino Rossini,Guillaume Tell: Overture,4Elz7W54m523oetmGctS6n,18,0.957,0.227,731040,0.109,0.828,E,0.151,-19.352,Major,0.0482,103.597,4-Apr,0.074
Opera,Gioachino Rossini,Duet for Cello and Double Bass in D Major: II. Andante molto,6L02VkPy1rQyr6D564IXtw,11,0.8,0.176,189533,0.0439,0.855,A#,0.13,-28.318,Major,0.0402,76.147,4-Apr,0.205
Opera,June Anderson,La Pastorella delle Alpi,0UslQkGA803izTITbDtZoa,10,0.982,0.571,150000,0.0359,8.86E-05,C,0.128,-21.715,Major,0.077,65.155,4-Apr,0.28
Opera,Maria Callas,"Tosca (2002 Digital Remaster), Act II: Tosca, finalmente mia! (Scarpia/Tosca)",11cseMHJNUYzqSAnG4NJOg,16,0.957,0.345,76107,0.318,0.00698,C#,0.112,-12.306,Major,0.0475,88.115,4-Mar,0.158
Opera,Georges Bizet,L'Arlésienne Suite No.2: 4. Farandole,1BLPnUZM0ExLEG0mEVk4SM,14,0.78,0.514,200867,0.509,0.159,D,0.237,-14.919,Major,0.153,86.131,4-Apr,0.663
Opera,Jules Massenet,Thaïs: Meditation,2MXbrs86ysS6fN6Fz3d8lH,7,0.631,0.0911,316480,0.243,0.29,D,0.197,-15.845,Major,0.0455,171.919,4-Jan,0.0374
Opera,Katherine Jenkins,You Are My Miracle,2UF5ECpqG7h5qWkqtFZaNr,13,0.876,0.314,253333,0.382,8.47E-06,D,0.087,-8.861,Major,0.0375,124.123,4-Apr,0.129
Opera,Katherine Jenkins,Don't Stand On My Grave And Weep,3lMrz0BWTZuf5UgjrEm1r9,7,0.924,0.314,219107,0.425,0.000256,D,0.258,-8.928,Major,0.034,70.409,4-Apr,0.323
Opera,Nicola Porpora,"Germanico in Germania: Parto ti lascio, o cara",4BgxpXT2fQ4cJFyQjIHD4y,7,0.984,0.304,648040,0.0961,0.305,C#,0.0725,-19.881,Minor,0.0519,131.321,4-Apr,0.0672
Opera,Ruggero Leoncavallo,Barcarola Veneziana,4HHhP1VsboPUAgyyow80Kp,9,0.992,0.276,142787,0.0227,0.921,G,0.128,-29.5,Major,0.0339,67.941,4-Mar,0.114
